thread_id,brand,customer_message,agent_response,created_at,intent,label_type
T1867021,AmazonHelp,"I have requested for the early delivery and I got assurance from couple of executive,That product will be delivered before diwali.rediculous",any promise for faster delivery. Kindly wait till the estimates mentioned to your order. 2/2,2017-10-18 09:31:52+00:00,other,weak_keyword_rule
T2309424,AppleSupport,that stupid update about the error on pictures and blurring them out is annoying asf is there any way I can take them out !!! Becoming really upset,We know managing your pictures is an important part of using your Apple products. Can you send us a DM and tell us which device you're using? We want help you.,2017-11-13 03:16:28+00:00,technical_issue,weak_keyword_rule
T1333569,AmazonHelp,If you know product I bought is good is market as performance n quality and it's I just purchased out product n don't have value in market,Apologies. I’d like to help you; please fill this form: and I’ll contact you soon.,2017-10-27 15:12:37+00:00,other,weak_keyword_rule
T777060,SpotifyCares,"sent a reply in dm, can we fix the issue so I can stream soon? ☹️","Hey Tony, we've just sent a DM your way. Let's carry on chatting there 🙂",2017-10-07 19:05:45+00:00,other,weak_keyword_rule
T1970065,AppleSupport,The battery life on the 11. 03 update is a disgrace. figure it out,Let's partner together to maximize your battery life. Can you DM us the device model and how long your battery is lasting?,2017-10-31 17:04:26+00:00,other,weak_keyword_rule
T795852,AppleSupport,think I’ve been spammed just for a email receipt from Apple. Didn’t order anything. Is it dodgy?,We're here for you. Check out this article for help:,2017-10-12 14:32:32+00:00,other,weak_keyword_rule
T442479,SpotifyCares,sent DM! Cheers,Hey! We've just sent you a bit more info over DM. We'll carry on helping out there,2017-10-10 18:11:32+00:00,other,weak_keyword_rule
T654282,AmazonHelp,have been giving me the runaround for over 3 hours. No one has called me to say anything or attempt to see if i can pick it up i have missed several appointments to receive this item,I'm sorry you haven't received your package yet. Please contact us directly via phone or chat so we can explore options here:,2017-11-22 22:24:00+00:00,other,weak_keyword_rule
T1365050,SpotifyCares,Hello Spotify! Any update on this?,"Our team are still on the case. Don't worry, we'll give them another nudge.Be sure to keep your app updated",2017-10-29 15:26:50+00:00,other,weak_keyword_rule
T1477639,Uber_Support,Why is my Uber driver vaping,That doesn't sound right! Can you please contact us via so our team can connect?,2017-11-02 23:02:08+00:00,other,weak_keyword_rule
T351041,Delta,shoutout to for making my delay overnight on New York easier for me 👌🏻,"I'm sorry for the delay, Thank you for the feedback. We look to better serve you going forward.",2017-10-08 11:12:34+00:00,other,weak_keyword_rule
T883388,Delta,"If I have a roundtrip already booked... and now need to take a roundtrip to another city in the middle of that trip, is that allowed?","Hello, James. Are you asking if you can add another city to your ticket?",2017-10-13 17:06:29+00:00,other,weak_keyword_rule
T632148,Delta,has to be the WORST airline to deal with...second chance is going worse than the first experience 🙄 4 changes in flight times since booking and now you charge a bag fee for international travel... what are your flights looking like for Aruba?,Our schedule and availability is on,2017-11-22 15:59:48+00:00,other,weak_keyword_rule
T2904407,Uber_Support,Yo my boy left his medication and recording equipment in a drivers car. Can you plz fix this?,"Due to our privacy policy, we're not able to address these concerns over social. Please have the account holder (or the person you're writing in for) contact us at so we can assist them further. Please let us know if you have any other questions.",2017-11-28 19:16:01+00:00,other,weak_keyword_rule
T487971,AppleSupport,"Finally ""upgraded"" to iOS 11 and my touchscreen stopped working. Thanks","That doesn't sound right. We'll be happy to work with you to get your device responding again. Try all steps in section ""If your display doesn't respond to touch"" here: Can you DM us the device model we are working with?",2017-12-01 15:55:31+00:00,other,weak_keyword_rule
T2176918,Delta,CUN to ATL DL0534 19/10/17 departing 06:45: now 7:53 and still on the ground in CUN - missed connections?,I show you are scheduled for DL2373 at 1:14pm ATL-MIA,2017-10-19 12:59:17+00:00,other,weak_keyword_rule
T1801989,Delta,hey there. Id like my bags pls. Its been 4 days. Im in rome.,"Hi, Nate. I'm sorry for the inconvenience. Please provide your baggage reference number. I'd be glad to check on this for you.",2017-10-13 10:45:19+00:00,other,weak_keyword_rule
T2454625,Uber_Support,"N i fail to understand , why would uber think i would raise false complaint for Rs 40. Its just you dont treat ur customers well",Here to help! Please send us a DM with your email address for further assist.,2017-11-15 03:40:19+00:00,other,weak_keyword_rule
T2150034,Uber_Support,uh our driver just picked us up with her friend in the passenger seat and made 4 of us cram in the back pls remove these people,"Here to help! Send us a note here, and our team will follow up.",2017-11-09 00:55:35+00:00,other,weak_keyword_rule
T1278085,AmazonHelp,"Il faudra m'expliquer comment vous arrivez à calculer vos dates. Lorsque vous perdez un colis, merci de ne pas faire patienter +6j","Bonjour, puis-je savoir quel moyen de livraison, vous avez choisi lors de la validation de votre commande ?^AR.",2017-10-26 16:26:01+00:00,other,weak_keyword_rule
T2731643,Delta,"hey fam. just checking that I would be earning miles when booked through Delta, but on a flight operated by Virgin?","Yes, you will be earning SkyMiles from a Delta booking with a flight operated by Virgin Atlantic. For more information regarding earning miles while traveling with partner airlines, please visit the following link:",2017-11-20 15:45:31+00:00,other,weak_keyword_rule
T1821643,AmazonHelp,I’m locked out of my account and apparently can’t get help unless I sign in. Seriously? What am I supposed to do???,I'm sorry for the account troubles. Please contact us here:,2017-10-18 03:46:31+00:00,account_access,weak_keyword_rule
T2135827,Uber_Support,help! your APP is not allowing me to Schedule a Ride. And I can't find help or support anywhere? Please advise I need to do this now for an early pickup in the morning. Thanks! NO OPTIONS inside APP,Oh no! Thanks for bringing this to our attention. DM us your account email along with details for assistance.,2017-11-08 21:02:49+00:00,other,weak_keyword_rule
T771424,Uber_Support,I don't have nor do I want the app. I am using a website. How do I speak to a person about the driver getting lost for 30+ minutes?,"Happy to help, Tessa. Please send us a note here and a member of our team will reach back out ASAP.",2017-10-12 09:33:22+00:00,other,weak_keyword_rule
T1319912,AmazonHelp,: comme l'assistance en ligne comprends pas ce que je lui dis... #help,"Bonjour, je suis désolé pour cela. Est ce qu'il s'agit d'un article volumineux ? Quel est le transporteur ?",2017-10-27 08:47:00+00:00,other,weak_keyword_rule
T2667100,Delta,"hi, on the app my name is showing without a space between my first and middle name, is this going to cause a problem? I booked it through Expedia and it’s appearing correctly there. Also, do I need to check in online if I have bags to check in? It’s says it’s automatic..?","Good morning, Leanne. I can certainly take a look for you. Please provide your confirmation #.",2017-11-19 09:27:34+00:00,other,weak_keyword_rule
T2314324,Delta,loving the opportunity for #midlightchats Thanks to free wifi!,"Hi, Lisa. Happy to hear you are loving the wifi. Have a great evening! 🚀",2017-10-19 22:37:01+00:00,other,weak_keyword_rule
T2374620,Uber_Support,this is so bad...,"Here to help! Send us a note here, and our team will follow up.",2017-11-14 01:54:39+00:00,other,weak_keyword_rule
T1930498,AppleSupport,other than reset or lets get you a new phone .,We definitely want you to enjoy your new iPhone! Join us in DM with details about what's going on. We're happy to help.,2017-10-28 13:15:31+00:00,other,weak_keyword_rule
T2321976,AppleSupport,"L’alarme de mon IPhone 6s, que j’utilise en réveille-matin, ne sonne que quand je déverrouille le téléphone !!! 😳 Ce bug date de la dernière mise à jour. Comment régler ce problème ? #Help #help #help",We offer support via Twitter in English. Contact us for help in your preferred language here:,2017-11-13 14:13:36+00:00,technical_issue,weak_keyword_rule
T299570,AmazonHelp,"Cela suffit ! 2 mois, chaque semaine on me dit dans 5 jours, toujours aucune réponse, je vais aller me plaindre là ou il le faut !!",Je comprends et je suis désolée pour cela. ^ Ko,2017-10-06 20:12:00+00:00,other,weak_keyword_rule
T180346,AmazonHelp,I want the pickup to be done today I can't wait for Tom u have the invoice with u with IMEI no so show them,"I understand your concern, we're right on it! Request you to kindly wait.",2017-10-03 12:06:00+00:00,other,weak_keyword_rule
T2294440,AppleSupport,Hi why have I paid £19.99 for a new charger for it to BREAK in a week????,All Apple products come with a one-year limited warranty. Meet us in DM to discuss.,2017-11-11 23:37:32+00:00,other,weak_keyword_rule
T947722,AmazonHelp,I called thrice. Its been of no use. I told dem on d v first day abt the situation. V disappointing,here: so that we can get in touch with you. (2/2),2017-10-21 19:31:43+00:00,other,weak_keyword_rule
T1822357,AmazonHelp,why is a prime order ordered yesterday not coming until Tuesday i thought prime was next day!,"Hi, Prime delivery would be next day after it has been dispatched. Also, please take a look at the following link:",2017-11-26 07:06:00+00:00,other,weak_keyword_rule
T1846272,AppleSupport,is there anyway to downgrade to my previous iOS. This new one seems to be crashing/freezing my phone constantly.,"Although there's not a way to downgrade, we're here to help. Send us a DM letting us know which device you're using.",2017-10-19 18:48:00+00:00,technical_issue,weak_keyword_rule
T2343927,AmazonHelp,The outcome is a different supervisor that hung up on me went ahead an refunded the order without inquiring with me and now it cancelled the package from actually arriving. This is HORRIBLE SERVICE. I need this item today. Have some one please call NOW! I’ll provide my number.,Apologies for the trouble this has caused. You can use our call back service here:,2017-11-13 16:00:30+00:00,billing_refund,weak_keyword_rule
T1101010,Uber_Support,you are trying to make me pay 30$ for a fucking bagel. You can't be serious with this 15$ 'busy area' charge?!,We're sorry to hear this was your experience. The busy area fee helps us maintain the reliability & speed of our service. You can try again later when there may be less demand.,2017-11-25 18:09:11+00:00,other,weak_keyword_rule
T2928673,SpotifyCares,You over charged my account three times while i was trying to confirm my school.,Hi! We've just sent you a bit more info over DM. We'll carry on helping out there,2017-11-29 05:52:43+00:00,billing_refund,weak_keyword_rule
T2429175,AppleSupport,"Yo, my phone really spazzed just now! My alarm went off, and I was clicking stop, and nothing. I couldn’t turn it off, lower the volume, NOTHING! First time I had to reset my phone manually. ya fucking up!",We'd like to help! Can you tell us the device you are using along with the exact version of iOS that is running on the device?,2017-11-14 20:41:30+00:00,other,weak_keyword_rule
T2616961,Delta,At #LAX flying home to #MSY ✈️⚜️,"Have a wonderful weekend, Ron!",2017-11-17 14:31:19+00:00,other,weak_keyword_rule
T1968821,SpotifyCares,why don't you have Apple Watch support and Siri integration?,Hey Tyler! Check out the official idea and add your vote to let our devs know it's something you'd like to see:,2017-10-31 15:21:28+00:00,other,weak_keyword_rule
T2728462,Delta,The “service” dog issue is getting out of hand. Any plans to make it tougher to qualify for this? I overheard another passenger exclaim how normally his dog needed to fly in the hold but all of a sudden it’s a service dog! Scammers,"Hi Eric, your feedback is greatly appreciated. Please know that our leadership team will look into the issue. Thank you.",2017-11-20 14:25:13+00:00,security_fraud,weak_keyword_rule
T2919971,AppleSupport,Gamecenter is not working to change accounts. Fix this please.,"We know how important it is to have your Game Center performing as expected, and we’ll do everything we can to help you out with this. Does this happen on both Cellular data, as well as Wi-Fi?",2017-11-29 01:00:36+00:00,technical_issue,weak_keyword_rule
T606202,AmazonHelp,"1 week, 5 orders, 6 items: 1 delayed (still no delivery) 1 delivered (promptly) 2 attempted delivery (allegedly) 2 items not delivered but I received msg ""delivered to resident"" TOTAL LIE. I see a pattern here: Amazon experience going downhill!","I'm sorry about these experiences! Have you contacted us about this before? If so, what insight were we able to provide?",2017-11-21 23:28:28+00:00,other,weak_keyword_rule
T1074712,Uber_Support,Has happened 3 times recently.,"Happy to help! Send us a note here, and our team will follow up.",2017-10-15 00:29:32+00:00,other,weak_keyword_rule
T505034,AmazonHelp,My floor lamp from says it was delivered but not here :( I needed it for my fourth hue light,"That's odd! We'd like to help, Allan! Here are some helpful tips for finding your package:",2017-12-01 20:44:26+00:00,other,weak_keyword_rule
T2612281,AmazonHelp,"No, leave it. Your sellers are pathetic","I understand your concern, I've noted your comments and will be sure to forward your feedback internally. However, Kindly get in touch with our support team here: so that we can assist you accordingly.",2017-11-17 13:02:29+00:00,other,weak_keyword_rule
T1025024,Delta,Thanks to for sending my sister-in-law the kind & surprising condolence basket after the passing of her father. #goodcustomerservice,You are very welcome. The Social Media team would like to send our condolences as well.,2017-10-22 23:54:21+00:00,other,weak_keyword_rule
T2545255,SpotifyCares,Both. Samsung galaxy S7 edge and whichever js newest OS.,"Thanks. Is this only happening via WiFi, or is it the same thing with 3G/4G? Does restarting your connection help at all?",2017-11-27 06:57:18+00:00,other,weak_keyword_rule
T1313480,Uber_Support,"pls she said, she call her boyfriend who work in uber to block me nd nd. Have been since yesterday .(pls i want to work )",Sorry to hear about this. Send a DM with the e-mail or phone number for your account and we'll look into it for you.,2017-10-27 09:16:43+00:00,other,weak_keyword_rule
T296824,Delta,we unable to rebook flight due to coming storm. We can't access the waiver page. Call line wait is 2 hours. Please help,"Hi there, so sorry about the long hold times. Please follow and DM confirmation number.",2017-10-06 18:54:25+00:00,other,weak_keyword_rule
T2434611,AmazonHelp,Mais de rien. Quand quelque-chose fonctionne on oublie trop souvent d'en faire part. Si j'habitais plus près je postulerai chez vous. Bon dimanche!,C'est toujours un plaisir d'avoir un client satisfait ! cela nous fait énormément plaisir 😍😍.,2017-10-29 14:22:34+00:00,other,weak_keyword_rule
T2368219,Delta,I clicked my business cc in my wallet when just booking a flight - can you help switch to charge my personal cc or is it too late?,"Hi Becky. Once you purchase a flight, the form of payment cannot be changed. However, you are still within the 24 hour Risk Free Cancellation which will allow you to cancel with no charge but the price of the ticket may no longer be available.",2017-11-26 17:25:46+00:00,other,weak_keyword_rule
T250829,Delta,Hey just wanted you to know we got the BEST service and help from-->> Steve Tillman !! Give him a promotion!!,Thanks for recognizing Steve. Every day our team is working to make flying with us better!,2017-10-07 20:58:43+00:00,other,weak_keyword_rule
T710096,AppleSupport,Iphone 7s plus & ios 11.0.2,"Great, thanks. Are you currently attempting to save offline music on Wi-Fi, cellular or both?",2017-10-10 20:21:00+00:00,other,weak_keyword_rule
T2652748,Uber_Support,still no contact made regarding your driver who stole £30 out of my account. #poorcustomerservice,We've responded to your DM.,2017-11-19 07:59:55+00:00,security_fraud,weak_keyword_rule
T189934,SpotifyCares,dose this apply for community college too?,Hi there! Can you DM us your account's username or email address? We'll take a look backstage,2017-10-18 22:12:20+00:00,other,weak_keyword_rule
T1598556,AppleSupport,When are y’all going to fix the letter 👁? Or how can Apple users fix it? Tired of seeing “I️”,This article can help with this Please DM us if the issue continues.,2017-11-05 03:40:00+00:00,other,weak_keyword_rule
T244335,SpotifyCares,No tried it a dozen times. Even uninstall it and reinstalled it multiple times,"Thanks for letting us know. Does it happen over 3G/4G, WiFi, or both?",2017-10-05 15:25:19+00:00,other,weak_keyword_rule
T1804003,Delta,is there a way for me to obtain receipts for checked bag fees on flights that I’ve already taken?,"Josh, I can definitely look at helping with that. Can you provide me with the receipt numbers via DM?",2017-10-13 16:57:24+00:00,other,weak_keyword_rule
T698797,AmazonHelp,When shall this be available in the UK?,Prime video content availability is geo-location specific. Please click here: for more info.,2017-10-13 06:20:35+00:00,other,weak_keyword_rule
T946695,AppleSupport,I will NOT be purchasing a 8 nor 10 because of iOS 11. If my current phone does not work correctly in a month on I will be leaving .,Let's check this out together. Follow us to DM and we'll take a closer look.,2017-10-21 19:20:01+00:00,other,weak_keyword_rule
T888528,Delta,Well when your phone system said the estimated wait time was 45-55 min I didn't really believe it but here we are #stillonhold,"I apologize for the increased hold times. We are working furiously to reduce the wait, despite heavily increased call volume.",2017-10-13 17:19:47+00:00,other,weak_keyword_rule
T1209343,SpotifyCares,No message comes up except when I try to press shuffle play,Hmm. What Android and Spotify versions are you running? Does restarting your device make any difference at all?,2017-10-15 22:45:55+00:00,other,weak_keyword_rule
T247284,Uber_Support,This is nothing but act of robbing. Drivers are fooling their passengers. Driver should knw pick up spot from Uber map.,"We're happy to connect, Ankit. Please reach out at and a member of our team will be in touch shortly.",2017-10-05 15:57:12+00:00,other,weak_keyword_rule
T1179850,Uber_Support,I'm trying to get help with getting a driving Job with the Uber team. Please Help,Here to help! Send us a note via so our team can connect.,2017-10-24 21:53:31+00:00,other,weak_keyword_rule
T2547022,AmazonHelp,I asked when Taylor Swift's MP3 album would b available. Had a nice chat with someone in the MP3 division (4th person I talked to). All good,"Hi Shana, sorry for the incorrect information provided to you. Glad to hear you got everything sorted, did you receive a feedback survey for the agent you spoke with in MP3?",2017-11-16 14:39:25+00:00,other,weak_keyword_rule
T842472,AppleSupport,"con iOS 11 no dura la batería ni 2h, no llegan notificaciones, whatsapp no funciona,etc. Haced cambios ya!!",We offer support via Twitter in English. Get help in Spanish here: or join,2017-10-20 13:55:32+00:00,other,weak_keyword_rule
T408867,Uber_Support,I did what you suggested and it said that there is a sixty dollar credit but it's not being applied,Please send us a DM with your Uber account email address so we can follow up.,2017-10-10 14:17:00+00:00,other,weak_keyword_rule
T1335167,AppleSupport,what the fuck is this loop I’m stuck in since 8:01!! Press reserve and just says that over and over!!!! Is it reserved?,Our Sales team can help you get to the bottom of it. Reach them here:,2017-10-27 14:12:30+00:00,other,weak_keyword_rule
T2398045,AppleSupport,"What the hell is wrong with iPhone batteries now?! Unplugged it at 6.00, 45 minutes later I pick it up and battery is 65%. Haven’t even used it! Is this ‘s way of getting me to buy an X?","Let's find out what's going on. Do you know what version of the iOS is on the device? If not, you can check under Settings > General > About > Version. Let us know in Direct Message and we'll take a look.",2017-11-13 14:13:27+00:00,other,weak_keyword_rule
T998153,Uber_Support,"Yeah, that didn’t actually help.",Hello! Please DM us the email address linked to your account and we'll be able to review this fare.,2017-10-22 21:08:56+00:00,other,weak_keyword_rule
T1502091,Uber_Support,Do y’all think italy has ??? I hope so,You can see our hours and delivery area at,2017-11-03 15:31:56+00:00,other,weak_keyword_rule
T475178,Uber_Support,"You've taken another just yesterday ? I've sent you my details. Block my card .. you can't just go around taking money from people's bank accounts when theyre not even registered, it's a bit dodgy isn't it..",We're so sorry about that! Can you please send us a DM with your email address and additional details so we can assist?,2017-12-02 12:17:32+00:00,other,weak_keyword_rule
T2255513,AppleSupport,Has anyone else been reporting issues with iPhone sound since upgrading to iOS 11.1.1? My phone speaker stopped working. Thx,"We want to help you make sure your speakers are giving you the rich sound experience you expect from iPhone. Send us a DM and tell us which iPhone you have, and we'll help.",2017-11-11 00:02:56+00:00,other,weak_keyword_rule
T1200347,Uber_Support,When you waited 45 mins for from in WeHo and they forget red sauce and pita bread 😐😭🤧🤔 #shouldiwait90mins?,So sorry about that! Can you please contact us via so our team can connect.,2017-10-25 05:19:42+00:00,other,weak_keyword_rule
T1830132,SpotifyCares,I’ve been listening for 3 years excuse me pls,We’re afraid the codes are unique and sent to those who listen to Majid Jordan the most on Spotify. Sorry! We'll pass on your feedback,2017-10-17 19:15:54+00:00,other,weak_keyword_rule
T1907997,AppleSupport,I can hardly open apps anymore. Then most of the time my screen goes black and now my battery is bad.,"Hi. We hate to hear that your iPhone isn't working as it should. Please send us a DM, we'll meet you there to help.",2017-10-25 17:07:46+00:00,other,weak_keyword_rule
T1946979,Delta,Thank you. And apologies - it was JFK > ATH. Miles were in there last week but no longer after yesterday's flight (delayed DL2 from LHR),"GM Chris. I will submit the request to our SkyMiles team for review. As soon as I have an update, I will provide it to you.",2017-10-30 13:02:34+00:00,other,weak_keyword_rule
T65982,Uber_Support,ive dm-ed you but no response,We've followed up via DM so please check your inbox.,2017-11-30 08:28:34+00:00,other,weak_keyword_rule
T1626952,Delta,thanks for the reply :),You are most welcome.😄,2017-11-05 20:52:03+00:00,other,weak_keyword_rule
T1064998,Uber_Support,"my account __email__ , mob number 8699047413 not accepting promo code which i receive in massage from uber. Help",Sorry for the trouble! Kindly send us a note via so we can help.,2017-10-23 14:15:19+00:00,other,weak_keyword_rule
T2790729,Uber_Support,I have not received an email,"Hi, Carrianne. Our team has followed up with the account holder regarding this matter. For future reference, our responses can be found both in-app via the Help tab and within the email address associated with your account. Let us know if you have any other questions or concerns.",2017-11-21 20:40:54+00:00,other,weak_keyword_rule
T583601,AppleSupport,I’d like to thank you for your Dec 2 bug. So do I get a refund on the phone I just unnecessarily purchased?,We'd recommend first backing up - Then updating to our latest version which is 11.2 by going to Settings > General > Software Update. Once you have updated please let us know if the issue persists and we'll go from there.,2017-12-03 14:06:26+00:00,billing_refund,weak_keyword_rule
T2678098,AmazonHelp,Thanks for quick reply,We are glad to help you.,2017-11-19 13:41:26+00:00,other,weak_keyword_rule
T2152945,AppleSupport,FIX YOUR IPHONE’S UPDATE,"We're happy to help. To start, DM us with details about what's happening and the model device you're using.",2017-11-09 01:57:00+00:00,other,weak_keyword_rule
T41766,SpotifyCares,I wish someone cared enough for me to make me a cute ass playlist on Spotify ❤️,Hi there! Do you have a specific genre in mind? Which artists are you in to right now? We'll see what we can whip up for you,2017-11-01 15:43:31+00:00,other,weak_keyword_rule
T2942094,Uber_Support,Is it OK for drivers to smoke in their vehicles (not when transporting passengers)? I reek just from riding in the car. Driver obviously smoked right before picking me up.,Here to help. Send us a note at so our team can connect.,2017-11-15 00:38:53+00:00,other,weak_keyword_rule
T2289404,AppleSupport,FOR THE LOVE OF ALL THINGS HOLY PLEASE FIX THE PROBLEM TYPING I️ ON THE IPHONE,"We've got just the fix for that. iOS 11.1.1 was recently released and it addresses the auto-correct issues. Be sure to back up your device prior to updating, and DM us know if the issue persists afterwards. How to back up:",2017-11-12 05:26:51+00:00,other,weak_keyword_rule
T2894560,AmazonHelp,"Boa tarde vcs me enviaram um e-mail avisando que meu pedido não poderia ser entregue pq eu tinha que fazer uma verificação, não recebi e chegou na fatura a cobrança.","Olá Everton! Sentimos muito o acontecido! Neste caso recomendamos entrar em contato com o nosso SAC para verificar o seu caso, por favor, acesse:",2017-11-28 15:44:00+00:00,other,weak_keyword_rule
T1180929,SpotifyCares,When will you make a light theme for the iOS app??,"Hi! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see 🙂",2017-10-24 22:09:30+00:00,other,weak_keyword_rule
T619995,AmazonHelp,"C’était 2 colis : C10051367503 C10051571173 La livraison a été fait ce midi, et le suivi pour les 2 est : ""Le colis a été livré à un résident.""",Je viens de remonter cet incident au département en charge afin que cela ne se reproduise pas. Je vous remercie d'avoir pris le temps pour nous le signaler.,2017-11-22 17:34:34+00:00,other,weak_keyword_rule
T1504837,AmazonHelp,amazon said they’ll deliver my package on monday but no now theyve decided they’ll do it tomorrow (ON A SUNDAY) when im not gonna be HOME are u kidding me amazon,I'm sorry for the frustration! Were you able to set up any delivery preferences for this order? There is more information here:,2017-11-26 02:39:00+00:00,other,weak_keyword_rule
T2062850,AppleSupport,"Wtf, ?! 9% battery life lost in just 5mins!!! #iOS11",Having a reliable iPhone that stays charged is important. Let's find a solution together. DM us with which device you have:,2017-10-06 15:51:04+00:00,other,weak_keyword_rule
T240551,AppleSupport,"Hi , why on 16gb iPhone is there only 11.84GB of storage? Where's the other third?",The following article has some great information about system storage and how it's calculated:,2017-10-06 15:00:00+00:00,other,weak_keyword_rule
T2472501,AmazonHelp,refund not processed since 2016 nov. for order no.4042-60096-5628350. customer care has been misguiding.,"I'm sorry about the delay in refund. Kindly share your details here: and I'll look into this. Also, please don’t provide your order details as we consider them to be personal info. Our page is visible to public.",2017-11-15 12:19:00+00:00,billing_refund,weak_keyword_rule
T665484,AmazonHelp,i did not received my product and website shows it shipped. have made online payment. ORDER # 405-4184237-1576305.,"Please don't provide your order details, we consider it as personal information. Our page is visible to the public. (2/2)",2017-10-23 18:08:32+00:00,shipping_delivery,weak_keyword_rule
T2746299,SpotifyCares,Okay why though,"This is to ensure your Spotify app and devices are running in tip-top condition and any more than the limit might affect that. Not to worry, we'll make sure your feedback's passed on to the right team",2017-11-20 22:27:43+00:00,other,weak_keyword_rule
T2519329,AppleSupport,what is going on? I have an iPhone 6S 11.2 beta and everytime I try to make a call it automatically drops. Please help.,We can help out. Let's start with these steps:,2017-11-16 01:07:00+00:00,other,weak_keyword_rule
T1307223,AmazonHelp,My carrier is AMZMX. Thank you for the help,We'd like to review your delivery and available options. Please contact us here:,2017-10-27 15:10:00+00:00,other,weak_keyword_rule
T1470156,SpotifyCares,"can y'all not put taylor swift in my playlists, like I get I don't have premium but don't punish me with that shit 🤦🏽‍♂️","Hey there! We didn't mean to cause any offense. No to worry, we'll pass the feedback on to the right people",2017-11-03 00:40:16+00:00,other,weak_keyword_rule
T1887262,Uber_Support,my father 943512691 booked a cab from Narangi to Ganeshguri he lost his mobile in ur cab I would request you kindly to look into it,"Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via",2017-10-23 14:20:11+00:00,other,weak_keyword_rule
T793421,Delta,you need to take care of your customers,"We've discussed in a DM, how to resolve your issue, Michael. Sorry about any troubles.",2017-10-12 13:42:50+00:00,other,weak_keyword_rule
T1881810,AppleSupport,Dear - I would like to request to go back to the previous iOS version because after 3 updates for the latest 🗣 MY PHONE STILL SUCKS!,"That's not the experience we want you to have. Please meet us in DM so we may gather information, and better assist.",2017-10-21 18:35:29+00:00,other,weak_keyword_rule
T925401,Delta,👍 on eGATE New Technology with redesigned gate and boarding experience! #DeltaBetaTest #ATL,Great picture! Enjoy your flight!,2017-10-21 14:12:30+00:00,other,weak_keyword_rule
T185320,Uber_Support,"yo, my app said my phone# and email changed, now i can't log in or get a hold of you. WTF is happening? someone hack u?",This is concerning. Please DM us your Uber account information so we can follow up.,2017-10-24 17:48:16+00:00,account_access,weak_keyword_rule
T1669894,AmazonHelp,Why have I been sent something which looks nothing like the picture???????,Terribly sorry about that! Was this item sold by Amazon or one of our sellers? Let's check here:,2017-10-17 15:33:02+00:00,other,weak_keyword_rule
T1543362,Uber_Support,You’re a peach.,Here to help! Please DM us your email address so we can further assist.,2017-11-03 23:26:27+00:00,other,weak_keyword_rule
T579438,Uber_Support,1.5 hrs in. Waiting to be contacted still. Thought you took it seriously.,"We have routed this to the appropriate team who will be in contact within the in-app help section momentarily, Muge.",2017-12-03 16:15:05+00:00,other,weak_keyword_rule
T2894069,Delta,"if I were to purchase basic economy fare on a domestic flight with my card, would I be able to check 1 bag w/o charge? If I were to book domestic flt paying w/skymiles & pay required fees w/amex would I be able to check 1 bag w/o charge? Thank you.","Hi, Kerry. Please direct message which type of Delta SkyMiles Credit Card from American Express you have.",2017-11-28 15:46:57+00:00,other,weak_keyword_rule
T2764523,Uber_Support,"Unfortunately refunding the cancellation fee is not the issue I am having. For the first uber I took, which I clearly didn't take as a cancellation fee was charged, the money was taken and not refunded. Please can someone refund me this money.I have paid €72 for a €36 euro trip",We're here to help! Send us a DM with your email address so we can assist.,2017-11-21 10:05:26+00:00,billing_refund,weak_keyword_rule
T2207770,Uber_Support,Already did,We see your message and will be following up via DM.,2017-11-10 03:01:29+00:00,other,weak_keyword_rule
T2094944,Delta,"Actually, I have two daughters. The number are 9025505422 and 9175386995.","Here is a link to create their passwords. . It has to be 8 characters, with a capital and number.",2017-11-08 03:29:08+00:00,other,weak_keyword_rule
T27511,AppleSupport,please tell why my new iPhone 8 keeps telling me that iMessage is waiting for activation,"We want to do all we can to get your iMessage working on your new iPhone 8. Please let us know in DM, what iOS software is currently installed on the device, along with the exact error message you're seeing. We'll be happy to help from there.",2017-11-22 17:13:00+00:00,other,weak_keyword_rule
T452156,Delta,Silver Elite Passengers are not allowed to use Priority CheckIn with codeshare partners like Korean Air. So much for benefits - stinks!,"I'm sorry for the inconvenience Carlo, let me know if you need any further assistance. Have a great week.",2017-11-30 22:24:45+00:00,other,weak_keyword_rule
T2746269,Uber_Support,My was delayed 20 mins because she’s making another delivery. I get girls gotta eat but I want my food damn it. #hangry & I could’ve just picked it up then it would’ve been faster...,"Sorry for the trouble! Send us a note here, and our team will be in touch.",2017-11-20 22:17:33+00:00,other,weak_keyword_rule
T2976511,AmazonHelp,I have contacted them but have not heard a response. Mind you it has only been a matter of hours. I will let you know what they say. I just wanted to alert you to this matter immediately. There is no question this is a knockoff.,Thank you for letting us know! Please keep us posted on the outcome and let us know if there's anything else we can help with!,2017-11-30 05:17:56+00:00,other,weak_keyword_rule
T482443,Uber_Support,why y'all always making drivers take the long way.,Here to help! Send us a note at so our team can connect right away.,2017-12-01 14:04:30+00:00,other,weak_keyword_rule
T157855,Uber_Support,Is this really a big issue that it is pending from 6 days(2/2),We're here to help! Send us a DM with your email address so we can connect.,2017-11-26 03:32:00+00:00,other,weak_keyword_rule
T233142,AmazonHelp,I don’t know what that means?,Please click on the link sent by ^GR and you will be directed to contact us in real-time so we can help. Keep us posted!,2017-10-05 21:20:00+00:00,other,weak_keyword_rule
